pnu	시군구	유형	지번	도로명	용도지역	건축물주용도	도로조건	전용면적	대지면적	거래금액만원	층	계약연월	계약일	지분구분	건축년도
4215034028	강원도 강릉시 강동면 정동진리	일반	2**	헌화로	계획관리	제1종근린생활	12m미만	650.49	440.00	53000	null	201607	18		1999
4215011300	강원도 강릉시 강문동	집합	*	창해로	자연환경보전	숙박	12m미만	3.58		214	null	201607	8		1990
4215011300	강원도 강릉시 강문동	집합	*	창해로	자연환경보전	숙박	12m미만	4.15		359	null	201607	8		1990
4215011300	강원도 강릉시 강문동	집합	*	창해로	자연환경보전	숙박	12m미만	3.58		214	null	201607	8		1990
4215011300	강원도 강릉시 강문동	집합	*	창해로	자연환경보전	숙박	12m미만	5.34		462	null	201607	8		1990
4215011300	강원도 강릉시 강문동	집합	*	창해로	자연환경보전	숙박	12m미만	41.75		3613	null	201607	20		1990
4215011300	강원도 강릉시 강문동	집합	*	창해로	자연환경보전	숙박	12m미만	41.75		3613	null	201607	27		1990
4215011000	강원도 강릉시 교동	일반	1***	교동광장로100번길	일반상업	숙박	25m미만	2089.02	542.90	305000	null	201607	1		2003
4215011000	강원도 강릉시 교동	일반	8**	화부산로	제2종일반주거	제1종근린생활	25m미만	361.82	331.00	50000	null	201607	7		2003
4215011000	강원도 강릉시 교동	집합	1***	정원로	제3종일반주거	제2종근린생활	25m미만	16		8500	1	201607	9		1999
4215011000	강원도 강릉시 교동	일반	1**	강릉대로	일반상업	제2종근린생활	25m이상	756.28	241.30	64000	null	201607	21		1979
4215010600	강원도 강릉시 금학동	집합	9*	신대학길	일반상업	제1종근린생활	12m미만	39.46		53530	1	201607	3		2015
4215012100	강원도 강릉시 노암동	집합	3**	남부로191번길	제2종일반주거	제2종근린생활	12m미만	123.3		5050	-1	201607	4		null
4215012100	강원도 강릉시 노암동	집합	3**	남부로191번길	제2종일반주거	제2종근린생활	12m미만	121.59		5000	2	201607	4		null
4215012100	강원도 강릉시 노암동	집합	3**	남부로191번길	제2종일반주거	제2종근린생활	12m미만	75.6		3100	2	201607	4		null
4215012100	강원도 강릉시 노암동	집합	3**	남부로191번길	제2종일반주거	제2종근린생활	12m미만	85.68		3500	1	201607	4		null
4215012100	강원도 강릉시 노암동	집합	3**	남부로191번길	제2종일반주거	제2종근린생활	12m미만	75.6		3100	1	201607	4		null
4215012100	강원도 강릉시 노암동	집합	3**	남부로191번길	제2종일반주거	제2종근린생활	12m미만	91.44		3750	-1	201607	4		null
4215036025	강원도 강릉시 사천면 사천진리	일반	*	진리해변길	근린상업	제1종근린생활	12m미만	99.84	101.00	21000	null	201607	9		1995
4215036025	강원도 강릉시 사천면 사천진리	일반	*	진리해변길	제2종일반주거	제2종근린생활	8m미만	161.97	368.00	39270	null	201607	10		2012
4215010800	강원도 강릉시 성남동	일반	2**	중앙시장3길	일반상업	제1종근린생활	8m미만	150.8	290.00	22565	null	201607	20		1942
4215010800	강원도 강릉시 성남동	일반	2**	중앙시장3길	일반상업	기타	8m미만	55.77	96.00	7555	null	201607	20		1938
4215010800	강원도 강릉시 성남동	일반	2**	금성로61번길	일반상업	제1종근린생활	8m미만	155.3	231.00	18675	null	201607	20		1951
4215031024	강원도 강릉시 성산면 위촌리	일반	1**	망월안길	계획관리	제2종근린생활	8m미만	148.2	550.00	13000	null	201607	27		1996
4215010900	강원도 강릉시 옥천동	집합	1**	경강로	일반상업	판매	25m이상	1556.2		1830400	1	201607	8		2009
4215010900	강원도 강릉시 옥천동	일반	2**	옥천로	일반상업	숙박	8m미만	400.68	165.60	28500	null	201607	15		1980
4215010500	강원도 강릉시 임당동	일반	2*	강릉대로210번길	준주거	제1종근린생활	25m미만	50.75	30.00	5300	null	201607	6		1983
4215012500	강원도 강릉시 입암동	집합	6**	강변로	제2종일반주거	제1종근린생활	25m미만	31.5		3900	1	201607	4		1986
4215012500	강원도 강릉시 입암동	집합	3**	성덕로	제3종일반주거	제2종근린생활	25m이상	40.74		8000	1	201607	5		2007
4215012500	강원도 강릉시 입암동	집합	2**	성덕로	제3종일반주거	제2종근린생활	25m미만	43.68		19000	null	201607	22		2007
4215025021	강원도 강릉시 주문진읍 주문리	일반	3**	주문로	일반상업	제1종근린생활	25m미만	117.24	109.00	16000	null	201607	4		1966
4215025021	강원도 강릉시 주문진읍 주문리	집합	3**	해안로	일반상업	제2종근린생활	25m미만	30		6800	1	201607	22		1996
4215011100	강원도 강릉시 포남동	일반	1***	강릉대로359번길	제2종일반주거	제2종근린생활	12m미만	1104.03	495.90	40000	null	201607	5		1991
4215011100	강원도 강릉시 포남동	일반	1***	강릉대로	제2종일반주거	업무	25m이상	3867.66	679.20	210000	null	201607	11		1995
4215011100	강원도 강릉시 포남동	집합	1***	하평길	제3종일반주거	제1종근린생활	25m미만	33.12		6700	1	201607	12		1994
4215011100	강원도 강릉시 포남동	일반	1***	경강로2255번길	준주거	제2종근린생활	12m미만	597.22	252.30	34700	null	201607	13		1993
4215011100	강원도 강릉시 포남동	일반	1***	가작로287번길	제2종일반주거	교육연구	12m미만	311.04	1200.80	60000	null	201607	18		1993
4215011100	강원도 강릉시 포남동	일반	1***	강릉대로	제2종일반주거	제1종근린생활	25m미만	77.76	252.00	18000	null	201607	25		1993
4215010100	강원도 강릉시 홍제동	집합	1***	선수촌로	준주거	제1종근린생활	25m이상	37.2		27500	1	201607	20		2016
4215011700	강원도 강릉시 회산동	일반	1**	회산로	제2종일반주거	제2종근린생활	25m이상	664.12	1299.00	145000	null	201607	1		2002
4282025331	강원도 고성군 거진읍 송죽리	일반	1*	진부령로	계획관리	제1종근린생활	8m미만	66.79	163.00	1500	null	201607	10		null
4282032029	강원도 고성군 죽왕면 삼포리	집합	2**	삼포해변길	계획관리	숙박	25m이상	2.82		2000	4	201607	22		1992
4282033024	강원도 고성군 토성면 교암리	일반	1**	천학정길	계획관리	제2종근린생활	8m미만	176.79	186.00	43700	null	201607	1		2001
4282033024	강원도 고성군 토성면 교암리	일반	4*	교암길	계획관리	기타	25m미만	86.92	165.00	4237	null	201607	7		1960
4282033030	강원도 고성군 토성면 신평리	집합	4**	잼버리동로	계획관리	숙박	12m미만	.06		500	null	201607	20		1992
4282033030	강원도 고성군 토성면 신평리	집합	4**	잼버리동로	계획관리	숙박	12m미만	3.76		910	2	201607	22		1992
4282033023	강원도 고성군 토성면 아야진리	일반	1**	아야진길	제1종일반주거	제1종근린생활	8m미만	67.32	189.64	3720	null	201607	19		1982
4282033023	강원도 고성군 토성면 아야진리	일반	3*	아야진해변길	일반공업	제1종근린생활	12m미만	24	91.00	5200	null	201607	19		2000
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	20.59		5000	5	201607	1		1991
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	1		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	20.07		7438	2	201607	5		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	20.07		10636	2	201607	5		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2100	4	201607	5		2012
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	16	201607	6		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	16	201607	6		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	16	201607	7		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	3.43		1100	8	201607	7		1991
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	3.43		1200	9	201607	7		1991
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	8		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	10		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2273	2	201607	11		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	3.43		1100	3	201607	11		1991
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	22.33		14412	1	201607	11		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	3.43		1100	3	201607	12		1991
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	3.8		540	17	201607	12		1998
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2364	5	201607	12		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2364	2	201607	12		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	5.15		1950	9	201607	14		1991
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	20.07		7923	2	201607	14		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	20.07		8981	2	201607	14		2012
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	15		1998
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	43	201607	15		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	15		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	15		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	15		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	15		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	15		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	15.59		10164	1	201607	18		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	17.16		10253	null	201607	19		1991
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	20		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	16	201607	20		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	43	201607	20		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	20		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	16	201607	20		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	2.86		1450	null	201607	21		1991
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	15.59		8133	1	201607	21		2012
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	21		1998
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	17	201607	21		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	21		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	22		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	22		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	22		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	22		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	24		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	5.15		1970	4	201607	25		1991
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	16	201607	25		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	5.15		2150	9	201607	25		1991
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	43	201607	25		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	43	201607	26		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	16	201607	26		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	3.2		861	null	201607	26		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	26		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	43	201607	26		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	17	201607	26		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	43	201607	27		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	17	201607	27		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	23.14		14412	3	201607	27		2012
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	15	201607	28		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	28		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	15.59		8133	2	201607	28		2012
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	7.6		700	17	201607	28		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	17	201607	28		1997
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	5.15		2462	null	201607	29		1991
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	13	201607	30		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	2.7		660	14	201607	30		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	43	201607	30		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	17	201607	30		1997
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	1.9		517	43	201607	31		1997
4217010700	강원도 동해시 동회동	집합	4**	청운1길	제3종일반주거	교육연구	25m미만	28.6		3300	null	201607	28		1995
4217012400	강원도 동해시 삼화동	일반	8**	삼화로	계획관리	제2종근린생활	12m미만	416.22	330.00	35000	null	201607	8		1989
4217010100	강원도 동해시 천곡동	집합	1***	샘실3길	제2종일반주거	제1종근린생활	8m미만	16.65		1000	null	201607	4		1996
4217010100	강원도 동해시 천곡동	집합	8**	천곡로	제2종일반주거	제1종근린생활	25m이상	52.9		31000	1	201607	5		1982
4217010100	강원도 동해시 천곡동	일반	1***	동굴4길	일반상업	제2종근린생활	12m미만	141.96	487.80	27500	null	201607	14		1996
4217010100	강원도 동해시 천곡동	일반	9**	감추로	제2종일반주거	제2종근린생활	25m미만	491.88	263.90	37000	null	201607	26		1990
4217010100	강원도 동해시 천곡동	집합	1***	한섬로	제2종일반주거	제2종근린생활	25m미만	41.49		3310	null	201607	29		2003
4217011400	강원도 동해시 추암동	일반	*	촛대바위길	자연녹지	제1종근린생활	8m미만	273	200.00	55000	null	201607	29		2016
4223031021	강원도 삼척시 근덕면 상맹방리	일반	4**	상맹방길	자연녹지	기타	8m미만	321.94	846.00	34550	null	201607	18		1982
4223031034	강원도 삼척시 근덕면 장호리	일반	4*	삼척로	계획관리	제2종근린생활	12m미만	84	614.00	10000	null	201607	21		2014
4223025033	강원도 삼척시 도계읍 전두리	일반	8*	전두시장길	일반상업	제1종근린생활	8m미만	24	23.00	700	null	201607	21		1958
4223036023	강원도 삼척시 신기면 고무릉리	일반	5*	환선로	계획관리	제2종근린생활	12m미만	196.98	419.00	10000	null	201607	15		1999
4223012500	강원도 삼척시 정상동	집합	4**	오십천로	준주거	제1종근린생활	25m이상	46.8		8000	1	201607	26		1993
4221010600	강원도 속초시 교동	집합	7**	미시령로3359번길	제3종일반주거	제2종근린생활	8m미만	279.88		40000	3	201607	1		2004
4221010600	강원도 속초시 교동	집합	6**	미시령로	제3종일반주거	제1종근린생활	8m미만	26.28		8000	1	201607	18		1995
4221010600	강원도 속초시 교동	집합	6**	미시령로	제3종일반주거	제1종근린생활	8m미만	20.88		6000	1	201607	18		1995
4221010600	강원도 속초시 교동	집합	6**	미시령로	제3종일반주거	제1종근린생활	8m미만	54.65		16000	1	201607	18		1995
4221010600	강원도 속초시 교동	일반	7**	교동로	준주거	제1종근린생활	25m미만	52.7	93.00	7200	null	201607	27		2003
4221010400	강원도 속초시 금호동	집합	6**	영랑호반길	자연녹지	숙박	12m미만	7.55		2100	13	201607	12		1996
4221010400	강원도 속초시 금호동	집합	6**	영랑호반길	자연녹지	숙박	12m미만	3.56		1000	15	201607	12		1996
4221010400	강원도 속초시 금호동	집합	6**	영랑호반1길	자연녹지	숙박	8m미만	8.6		1300	1	201607	22		1983
4221010400	강원도 속초시 금호동	집합	6**	영랑호반길	자연녹지	숙박	12m미만	7.55		2150	16	201607	27		1996
4221010700	강원도 속초시 노학동	집합	7**	이목로	자연녹지	숙박	12m미만	.91		275	13	201607	18		1992
4221011000	강원도 속초시 대포동	집합	9**	대포항희망길	일반상업	숙박	25m미만	23.34		17902	12	201607	5		2016
4221011000	강원도 속초시 대포동	집합	9**	대포항희망길	근린상업	제2종근린생활	25m미만	8.74		15000	null	201607	20		2012
4221010200	강원도 속초시 동명동	일반	4**	장안로	일반상업	제1종근린생활	25m미만	59.91	40.00	5000	null	201607	21		1986
4221011200	강원도 속초시 설악동	집합	5*	설악산로	일반상업	숙박	8m미만	5.1		600	1	201607	7		1982
4221010100	강원도 속초시 영랑동	일반	1*	영랑해안길	준주거	제2종근린생활	8m미만	612.9	284.00	98000	null	201607	11		null
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	8.56		1600	3	201607	11		1982
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		380	1	201607	13		1982
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		449	1	201607	14		1982
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		460	4	201607	14		1982
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	2.14		600	null	201607	15		1982
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		500	null	201607	19		1982
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		500	null	201607	19		1982
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	12m미만	4.44		500	null	201607	19		1989
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	12m미만	4.44		350	4	201607	20		1989
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	12m미만	7.45		1818	4	201607	21		1989
