pnu	시군구	유형	지번	도로명	용도지역	건축물주용도	도로조건	전용면적	대지면적	거래금액만원	층	계약연월	계약일	지분구분	건축년도
4215011300	강원도 강릉시 강문동	일반	2**	창해로350번길	계획관리	제2종근린생활	8m미만	458.41	515.00	114000	null	201807	13		2006
4215011300	강원도 강릉시 강문동	집합	*	창해로	계획관리	숙박	12m미만	27.45		30017	15	201807	25		2018
4215011000	강원도 강릉시 교동	집합	1***	교동광장로	제3종일반주거	제1종근린생활	8m미만	22.68		10250	1	201807	3		2002
4215011000	강원도 강릉시 교동	집합	1***	교동광장로	제3종일반주거	제1종근린생활	8m미만	22.68		10250	1	201807	3		2002
4215011000	강원도 강릉시 교동	집합	1***	솔올로	일반상업	기타	25m미만	646.08		80638	null	201807	20		2003
4215011000	강원도 강릉시 교동	집합	1***	솔올로	일반상업	기타	25m미만	104.83		16978	1	201807	20		2003
4215011000	강원도 강릉시 교동	집합	1***	솔올로	일반상업	기타	25m미만	253.99		32385	null	201807	20		2003
4215011000	강원도 강릉시 교동	일반	1***	원대로	일반상업	제2종근린생활	25m이상	134.4	311.50	53000	null	201807	28		1992
4215011000	강원도 강릉시 교동	일반	1***	교동광장로	준주거	제1종근린생활	25m이상	560.4	444.40	200000	null	201807	30		2003
4215033025	강원도 강릉시 구정면 어단리	일반	3**	금평로	계획관리	제1종근린생활	12m미만	244.64	701.00	15500	null	201807	31		2001
4215010600	강원도 강릉시 금학동	집합	9*	신대학길	일반상업	제1종근린생활	12m미만	143.13		85798	2	201807	3		2015
4215010200	강원도 강릉시 남문동	일반	3*	임영로99번길	일반상업	제1종근린생활	12m미만	12.49	13.00	3500	null	201807	5		1979
4215010800	강원도 강릉시 성남동	일반	6*	금성로23번길	일반상업	제2종근린생활	-	36.96	85.00	29000	null	201807	12		1951
4215010800	강원도 강릉시 성남동	일반	1**	중앙시장2길	일반상업	제1종근린생활	12m미만	710.34	214.90	110000	null	201807	26		1985
4215010800	강원도 강릉시 성남동	일반	5*	중앙시장1길	일반상업	제1종근린생활	8m미만	156.7	161.00	29600	null	201807	31		1993
4215037021	강원도 강릉시 연곡면 방내리	일반	9*	성안길	제2종일반주거	기타	8m미만	63.85	444.00	10700	null	201807	15		null
4215035022	강원도 강릉시 옥계면 천남리	일반	3**	천남길	자연녹지	교육연구	8m미만	391.32	637.00	11500	null	201807	11		1996
4215010900	강원도 강릉시 옥천동	일반	1**	옥가로19번길	일반상업	숙박	12m미만	921.21	234.70	41000	null	201807	14		1987
4215010900	강원도 강릉시 옥천동	일반	3**	중기1길	일반상업	숙박	25m이상	553.56	179.00	68000	null	201807	20		1988
4215025021	강원도 강릉시 주문진읍 주문리	일반	2**	해안로	일반공업	제2종근린생활	8m미만	304.95	165.00	50000	null	201807	1		2006
4215025021	강원도 강릉시 주문진읍 주문리	일반	8**	-	제2종일반주거	제1종근린생활	8m미만	86.69	56.00	5000	null	201807	4		1982
4215010100	강원도 강릉시 홍제동	집합	1***	선수촌로	준주거	제1종근린생활	25m이상	31.2		34200	1	201807	4		2016
4215010100	강원도 강릉시 홍제동	집합	1***	선수촌로	준주거	제1종근린생활	25m이상	27.3		27000	1	201807	6		2016
4282033035	강원도 고성군 토성면 봉포리	집합	4*	동해대로	계획관리	숙박	25m이상	4.75		320	20	201807	11		1991
4282033035	강원도 고성군 토성면 봉포리	집합	4*	동해대로	계획관리	숙박	25m이상	4.75		120	40	201807	23		1991
4282033035	강원도 고성군 토성면 봉포리	집합	4*	동해대로	계획관리	숙박	25m이상	4.75		300	30	201807	24		1991
4282033030	강원도 고성군 토성면 신평리	집합	4**	잼버리동로	계획관리	숙박	12m미만	5.46		895	null	201807	5		1992
4282033030	강원도 고성군 토성면 신평리	집합	4**	잼버리동로	계획관리	숙박	12m미만	4.89		1050	null	201807	6		1992
4282033030	강원도 고성군 토성면 신평리	집합	4**	잼버리동로	계획관리	숙박	12m미만	7.24		200	null	201807	11		1992
4282033030	강원도 고성군 토성면 신평리	집합	4**	잼버리동로	계획관리	숙박	12m미만	3.91		840	null	201807	11		1992
4282033030	강원도 고성군 토성면 신평리	집합	4**	잼버리동로	계획관리	숙박	12m미만	6.52		1400	null	201807	19		1992
4282033030	강원도 고성군 토성면 신평리	집합	4**	잼버리동로	계획관리	숙박	12m미만	10.11		2170	null	201807	31		1992
4282033023	강원도 고성군 토성면 아야진리	일반	4**	동해대로	자연녹지	제2종근린생활	25m이상	35	509.00	30000	null	201807	27		2003
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2455	3	201807	4		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	5.15		2450	null	201807	4		1991
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2800	5	201807	6		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	5.15		2300	null	201807	9		1991
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2350	2	201807	9		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2700	2	201807	10		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	22.33		9872	1	201807	10		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	22.33		17900	1	201807	11		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	15.59		12376	1	201807	12		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	5.15		2700	null	201807	12		1991
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	20.07		12000	1	201807	13		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	3.43		800	null	201807	13		1991
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	22.33		17000	1	201807	19		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	15.5		7400	3	201807	23		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	23.14		9925	3	201807	23		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	5.15		2200	null	201807	23		1991
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	3.2		935	null	201807	23		1998
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	3.2		935	null	201807	24		1998
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2700	3	201807	25		2012
4282033033	강원도 고성군 토성면 원암리	집합	3**	고성대로	계획관리	숙박	12m미만	3.2		935	45	201807	26		1998
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	5.15		2600	null	201807	26		1991
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2850	2	201807	27		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	-	계획관리	숙박	12m미만	5.17		2409	6	201807	27		2012
4282033033	강원도 고성군 토성면 원암리	집합	4**	미시령옛길	계획관리	숙박	12m미만	2.86		1650	null	201807	30		1991
4282031028	강원도 고성군 현내면 마차진리	집합	2**	-	계획관리	숙박	25m미만	3.16		186	10	201807	2		1998
4282031028	강원도 고성군 현내면 마차진리	집합	2**	-	계획관리	숙박	25m미만	6.08		550	6	201807	24		1998
4282031028	강원도 고성군 현내면 마차진리	집합	2**	-	계획관리	숙박	25m미만	3.16		149	10	201807	30		1998
4217010800	강원도 동해시 나안동	집합	1**	효자남길	준주거	제2종근린생활	12m미만	32		11250	null	201807	6		2002
4217010800	강원도 동해시 나안동	집합	1**	효자남길	준주거	제2종근린생활	12m미만	32		11250	null	201807	6		2002
4217010700	강원도 동해시 동회동	집합	4**	효자남길	제2종일반주거	제1종근린생활	-	70.2		11203	null	201807	6		2018
4217010700	강원도 동해시 동회동	집합	8*	효자남길	준주거	제1종근린생활	12m미만	22.5		9000	null	201807	24		2000
4217011000	강원도 동해시 부곡동	집합	1**	부곡3길	제2종일반주거	제2종근린생활	8m미만	20.35		2000	1	201807	2		1995
4217010100	강원도 동해시 천곡동	집합	1***	천곡로	제2종일반주거	제1종근린생활	12m미만	16.5		2250	1	201807	17		1995
4217010100	강원도 동해시 천곡동	집합	8**	한섬로	일반상업	기타	25m미만	344.1		34500	null	201807	26		1996
4223010700	강원도 삼척시 갈천동	집합	2**	수로부인길	자연녹지	숙박	12m미만	3.36		1100	4	201807	10		2016
4223010700	강원도 삼척시 갈천동	집합	2**	수로부인길	자연녹지	숙박	12m미만	4.96		2800	2	201807	11		2016
4223010700	강원도 삼척시 갈천동	집합	2**	수로부인길	자연녹지	숙박	12m미만	21.39		17538	1	201807	13		2016
4223010700	강원도 삼척시 갈천동	집합	1*	테마타운길	자연녹지	제2종근린생활	12m미만	10.32		1000	2	201807	17		2002
4223010700	강원도 삼척시 갈천동	집합	2**	수로부인길	자연녹지	숙박	12m미만	3.55		1979	1	201807	25		2016
4223010700	강원도 삼척시 갈천동	집합	2**	수로부인길	자연녹지	숙박	12m미만	4.96		2400	1	201807	26		2016
4223010700	강원도 삼척시 갈천동	집합	1*	테마타운길	자연녹지	제2종근린생활	12m미만	23.64		1400	2	201807	27		2002
4223010700	강원도 삼척시 갈천동	집합	2**	수로부인길	자연녹지	숙박	12m미만	3.36		1979	1	201807	30		2016
4223010600	강원도 삼척시 교동	집합	4**	새천년도로	제2종일반주거	제1종근린생활	12m미만	20.8		7300	1	201807	20		2003
4223012000	강원도 삼척시 남양동	집합	2*	척주로	일반상업	업무	8m미만	113.99		6300	2	201807	5		2000
4223012000	강원도 삼척시 남양동	집합	5*	중앙시장1길	일반상업	제2종근린생활	25m이상	41.6		11500	1	201807	16		1990
4223012200	강원도 삼척시 오분동	일반	*	삼척로	자연녹지	제1종근린생활	8m미만	494.45	595.00	75000	null	201807	25		2016
4223025323	강원도 삼척시 원덕읍 노곡리	일반	8*	노실길	계획관리	제2종근린생활	8m미만	148.71	96.00	15200	null	201807	30		1996
4223025322	강원도 삼척시 원덕읍 임원리	일반	1**	임원항구로	일반공업	제2종근린생활	25m미만	22.99	43.47	15000	null	201807	3		1994
4223012500	강원도 삼척시 정상동	집합	2**	정라사거리길	제2종일반주거	제2종근린생활	8m미만	83.82		3000	2	201807	20		1993
4221010600	강원도 속초시 교동	집합	7**	동해대로	일반상업	업무	25m이상	81.51		6000	17	201807	19		1994
4221010400	강원도 속초시 금호동	일반	4**	중앙로	일반상업	제1종근린생활	25m미만	380.84	119.00	245000	null	201807	20		1988
4221010400	강원도 속초시 금호동	일반	4**	중앙로	일반상업	제1종근린생활	25m미만	380.84	119.00	245000	null	201807	20		1988
4221010400	강원도 속초시 금호동	일반	4**	중앙로129번길	일반상업	제2종근린생활	8m미만	111.01	99.00	178000	null	201807	24		2007
4221010700	강원도 속초시 노학동	일반	1***	학사평길	자연녹지	제2종근린생활	8m미만	143.1	498.00	27000	null	201807	16		2000
4221011000	강원도 속초시 대포동	집합	9**	대포항희망길	근린상업	제1종근린생활	25m미만	15.62		15000	null	201807	11		2012
4221011000	강원도 속초시 대포동	집합	9**	대포항희망길	근린상업	제1종근린생활	25m미만	15.62		9500	null	201807	18		2012
4221011000	강원도 속초시 대포동	집합	9**	대포항희망길	근린상업	제1종근린생활	25m미만	15.62		9500	null	201807	18		2012
4221011000	강원도 속초시 대포동	일반	4**	대포항길	일반상업	제1종근린생활	25m미만	84.15	114.00	28000	null	201807	19		1985
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		1040	null	201807	3		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		480	null	201807	4		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		450	null	201807	9		1983
4221011300	강원도 속초시 장사동	집합	4**	-	자연녹지	숙박	8m미만	6.82		1200	null	201807	9		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		528	null	201807	9		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		350	null	201807	13		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	12m미만	2.61		600	null	201807	13		2009
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		500	null	201807	17		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		559	null	201807	20		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		480	null	201807	20		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		1200	null	201807	24		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		500	null	201807	24		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	12m미만	2.22		1540	null	201807	24		2009
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	2.14		600	null	201807	24		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	12m미만	2.61		750	null	201807	25		2009
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	12m미만	4.44		530	null	201807	27		1989
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	12m미만	4.44		400	null	201807	31		2009
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	25m미만	4.28		600	null	201807	31		1983
4221011300	강원도 속초시 장사동	집합	2*	미시령로2983번길	계획관리	숙박	12m미만	2.61		800	null	201807	31		2009
4221010800	강원도 속초시 조양동	일반	1***	조양로21번길	제3종일반주거	제2종근린생활	8m미만	135.11	169.00	10000	null	201807	3		1999
4221010800	강원도 속초시 조양동	집합	1***	동해대로	일반상업	제1종근린생활	25m이상	128.52		11000	2	201807	13		2004
4221010800	강원도 속초시 조양동	집합	1***	동해대로	일반상업	제1종근린생활	25m이상	141.96		18107	2	201807	14		2004
4221010800	강원도 속초시 조양동	집합	1***	동해대로	일반상업	제1종근린생활	25m이상	93.24		11893	2	201807	14		2004
4221010800	강원도 속초시 조양동	집합	1***	동해대로	일반상업	숙박	25m이상	29.79		200	null	201807	17		1991
4221010300	강원도 속초시 중앙동	집합	4**	중앙로147번길	일반상업	제1종근린생활	8m미만	14.18		2100	null	201807	4		1990
4221010500	강원도 속초시 청학동	일반	4**	중앙로	일반상업	숙박	25m미만	538.37	189.30	50000	null	201807	31		1990
4280025021	강원도 양구군 양구읍 상리	일반	2**	양구새싹로	준주거	제1종근린생활	8m미만	107.91	83.00	15000	null	201807	5		2015
4283035040	강원도 양양군 강현면 주청리	일반	1**	주청2길	자연환경보전	숙박	12m미만	441.18	350.00	52622	null	201807	9		1998
4283035040	강원도 양양군 강현면 주청리	일반	*	일출로	자연환경보전	기타	12m미만	80.48	122.25	11500	null	201807	30		1984
4283031021	강원도 양양군 서면 갈천리	일반	1**	구룡령로	계획관리	숙박	8m미만	359.07	1353.00	35552	null	201807	13		null
4283034023	강원도 양양군 현남면 동산리	일반	9*	동산큰길	일반상업	제1종근린생활	12m미만	80.1	119.00	7720	null	201807	10		1979
4283034031	강원도 양양군 현남면 하월천리	일반	4*	화상천로	보전관리	제1종근린생활	8m미만	146.83	529.00	7000	null	201807	9		null
4213010500	강원도 원주시 개운동	집합	4**	서원대로	준주거	제2종근린생활	25m이상	93.6		12500	4	201807	10		2008
4213010500	강원도 원주시 개운동	집합	5**	개운로	제3종일반주거	제1종근린생활	12m미만	30.82		9500	1	201807	19		2010
4213011000	강원도 원주시 단계동	집합	1***	천사로	일반상업	제1종근린생활	25m미만	159.5		28000	4	201807	9		2008
4213011000	강원도 원주시 단계동	집합	9*	원문로100번길	제2종일반주거	제2종근린생활	25m미만	37.8		9000	1	201807	9		2008
4213011000	강원도 원주시 단계동	집합	9*	원문로100번길	제2종일반주거	제2종근린생활	25m미만	38.7		9000	1	201807	9		2008
4213011000	강원도 원주시 단계동	집합	9*	원문로100번길	제2종일반주거	제2종근린생활	25m미만	37.8		9000	1	201807	9		2008
4213010700	강원도 원주시 단구동	집합	1***	서원대로	준주거	판매	25m미만	57		4500	4	201807	2		2003
4213010700	강원도 원주시 단구동	일반	8*	홍판서길	제2종일반주거	제1종근린생활	8m미만	194.17	185.00	23000	null	201807	2		1993
4213010700	강원도 원주시 단구동	집합	1***	서원대로	일반상업	제1종근린생활	25m이상	47.2		63000	1	201807	17		2005
4213010600	강원도 원주시 명륜동	집합	4**	예술관길	준주거	판매	25m미만	48.93		16500	null	201807	5		1993
4213010600	강원도 원주시 명륜동	집합	4**	예술관길	준주거	판매	25m미만	36.51		10500	null	201807	5		1993
4213010600	강원도 원주시 명륜동	집합	8**	무실로	제3종일반주거	제2종근린생활	25m미만	72.7		14000	2	201807	30		2000
4213011500	강원도 원주시 무실동	집합	1***	시청로	준주거	제1종근린생활	25m이상	121.46		30500	6	201807	5		2015
4213011500	강원도 원주시 무실동	집합	1***	시청로	준주거	제1종근린생활	25m이상	68.2		185000	null	201807	16		2015
4213011500	강원도 원주시 무실동	집합	1***	능라동길	일반상업	제2종근린생활	25m미만	210.44		63600	9	201807	18		2015
4213025022	강원도 원주시 문막읍 동화리	일반	1***	왕건로	근린상업	제1종근린생활	25m미만	879.2	466.50	157000	null	201807	5		2012
4213025021	강원도 원주시 문막읍 문막리	일반	2**	문막시장3길	제2종일반주거	제2종근린생활	12m미만	132.33	280.00	23600	null	201807	11		1983
4213011700	강원도 원주시 반곡동	집합	1***	혁신로	일반상업	제1종근린생활	12m미만	148.56		30543	4	201807	4		2016
4213011700	강원도 원주시 반곡동	집합	1***	양지로	일반상업	업무	25m이상	27.59		40000	2	201807	11		2016
4213011700	강원도 원주시 반곡동	집합	1***	양지로	일반상업	제1종근린생활	25m미만	50.58		61000	1	201807	25		2016
4213011700	강원도 원주시 반곡동	집합	1***	양지로	일반상업	제1종근린생활	25m미만	46.94		56000	1	201807	25		2016
4213011700	강원도 원주시 반곡동	집합	1***	양지로	일반상업	제1종근린생활	25m미만	47.12		56000	1	201807	25		2016
4213011100	강원도 원주시 우산동	집합	4**	우산로	일반공업	제2종근린생활	25m미만	84		5500	2	201807	6		2007
4213011100	강원도 원주시 우산동	일반	6*	북원로	준주거	제2종근린생활	25m이상	443.33	352.00	45000	null	201807	8		1993
4213011100	강원도 원주시 우산동	일반	2**	우무개로	제2종일반주거	제2종근린생활	8m미만	281.84	260.00	21000	null	201807	23		1993
4213010100	강원도 원주시 중앙동	집합	5*	중앙시장길	일반상업	판매	12m미만	9.9		4818	null	201807	27		2009
4213033027	강원도 원주시 지정면 보통리	일반	2**	보통로	계획관리	제2종근린생활	12m미만	483	1269.00	48000	null	201807	26		2001
4213033026	강원도 원주시 지정면 월송리	집합	1***	오크밸리1길	계획관리	숙박	12m미만	20.28		8000	5	201807	12		1998
4213033026	강원도 원주시 지정면 월송리	집합	1***	오크밸리1길	계획관리	숙박	12m미만	6.75		1300	3	201807	27		1998
4213033024	강원도 원주시 지정면 판대리	집합	5**	오크밸리2길	계획관리	숙박	12m미만	8.81		1900	4	201807	16		2010
4213033024	강원도 원주시 지정면 판대리	집합	5**	오크밸리2길	계획관리	숙박	12m미만	9.74		2364	5	201807	17		2009
4213033024	강원도 원주시 지정면 판대리	집합	5**	오크밸리2길	계획관리	숙박	12m미만	4.88		545	8	201807	17		2010
4213033024	강원도 원주시 지정면 판대리	집합	5**	오크밸리2길	계획관리	숙박	12m미만	9.74		3700	5	201807	20		2009
4213011200	강원도 원주시 태장동	집합	1***	북원상가길	일반상업	판매	8m미만	19.6		1100	null	201807	11		null
4213011200	강원도 원주시 태장동	집합	1***	북원상가길	일반상업	판매	8m미만	19.6		1100	null	201807	11		null
4213011200	강원도 원주시 태장동	집합	1***	북원상가길	일반상업	판매	8m미만	19.6		1500	null	201807	11		null
4213011200	강원도 원주시 태장동	집합	2***	흥양로51번길	제2종일반주거	제1종근린생활	25m미만	45		15100	null	201807	25		2008
4281032022	강원도 인제군 북면 월학리	일반	2**	새재길	계획관리	제2종근린생활	8m미만	93.22	1000.00	5500	null	201807	3		2007
4277035025	강원도 정선군 임계면 송계리	일반	7**	백두대간로	일반상업	제2종근린생활	25m미만	420.7	348.00	27000	null	201807	13		1990
4277025030	강원도 정선군 정선읍 광하리	일반	3**	군언길	보전관리	숙박	8m미만	491.88	4236.00	22000	null	201807	13		2007
4277025021	강원도 정선군 정선읍 봉양리	일반	4*	녹송1길	일반상업	제1종근린생활	25m미만	802.5	862.00	80000	null	201807	9		1988
4278025621	강원도 철원군 갈말읍 신철원리	일반	9**	명성로112번길	일반상업	제2종근린생활	12m미만	156.71	165.00	11500	null	201807	19		1990
4278025622	강원도 철원군 갈말읍 지포리	집합	1**	명성로139번길	제2종일반주거	제1종근린생활	8m미만	23.92		3000	1	201807	2		2008
4278025622	강원도 철원군 갈말읍 지포리	집합	1**	명성로139번길	제2종일반주거	제1종근린생활	8m미만	22.6		3000	1	201807	2		2008
4278025921	강원도 철원군 동송읍 이평리	일반	6**	북원로	제1종일반주거	제2종근린생활	25m미만	212.15	654.00	23328	null	201807	2		2002
4211011700	강원도 춘천시 근화동	일반	7**	영서로	제2종일반주거	제2종근린생활	25m이상	158.4	503.40	60000	null	201807	16		1992
4211031023	강원도 춘천시 동면 장학리	집합	9**	만천로	제2종일반주거	제2종근린생활	25m미만	30.24		20500	1	201807	9		2012
4211011900	강원도 춘천시 사농동	일반	2**	옥산포길	준주거	제2종근린생활	8m미만	434.67	644.00	40000	null	201807	20		1996
4211012400	강원도 춘천시 석사동	일반	7**	우석로85번길	제2종일반주거	제2종근린생활	12m미만	361.2	208.00	53000	null	201807	18		1998
4211012100	강원도 춘천시 온의동	집합	5**	춘주로	준주거	제2종근린생활	25m미만	25.27		4600	3	201807	6		2015
4211012100	강원도 춘천시 온의동	집합	5**	춘주로	준주거	제2종근린생활	25m미만	43.47		7920	3	201807	6		2015
4211012100	강원도 춘천시 온의동	집합	5**	춘주로	준주거	제2종근린생활	25m미만	43.47		7930	3	201807	6		2015
4211012100	강원도 춘천시 온의동	집합	5**	춘주로	준주거	제2종근린생활	25m미만	25.27		4600	3	201807	6		2015
4211012100	강원도 춘천시 온의동	집합	5**	춘주로	준주거	제2종근린생활	25m미만	49.18		8950	3	201807	6		2015
4211010200	강원도 춘천시 요선동	일반	1*	서부대성로48번길	일반상업	제2종근린생활	8m미만	922.6	194.70	80000	null	201807	4		1976
4211011000	강원도 춘천시 운교동	집합	1**	동부시장길	일반상업	제2종근린생활	12m미만	64.64		4800	null	201807	3		1988
4211010800	강원도 춘천시 조양동	일반	4*	시청길10번길	일반상업	제2종근린생활	8m미만	991.39	244.30	140000	null	201807	2		1991
4211010900	강원도 춘천시 죽림동	일반	3*	약사고개길	일반상업	판매	12m미만	16.25	10.08	3000	null	201807	27		1984
4211012300	강원도 춘천시 퇴계동	집합	1***	지석로	제2종일반주거	제1종근린생활	12m미만	37.1		17800	null	201807	23		2004
4211012300	강원도 춘천시 퇴계동	집합	1***	지석로	제2종일반주거	제1종근린생활	12m미만	7.68		2500	null	201807	23		2004
4211012300	강원도 춘천시 퇴계동	집합	1***	지석로	제2종일반주거	제2종근린생활	12m미만	12		3200	null	201807	28		2004
4211011200	강원도 춘천시 효자동	일반	6**	백령로138번길	제2종일반주거	제2종근린생활	12m미만	245.25	127.20	80000	null	201807	31		1990
4211012000	강원도 춘천시 후평동	집합	8**	서부대성로	제2종일반주거	제1종근린생활	25m이상	27		700	null	201807	4		1995
4211012000	강원도 춘천시 후평동	일반	6**	춘천로	일반상업	제1종근린생활	25m이상	487.38	484.80	155000	null	201807	25		1998
4211012000	강원도 춘천시 후평동	집합	7**	후석로	일반상업	제1종근린생활	25m이상	111.35		34650	2	201807	27		2007
4219010700	강원도 태백시 소도동	일반	1**	태백산로	준주거	제1종근린생활	25m미만	553.48	1764.00	125000	null	201807	5		1991
4219010100	강원도 태백시 황지동	일반	1**	태백로	준주거	제2종근린생활	25m이상	282.82	187.00	24000	null	201807	14		1994
4219010100	강원도 태백시 황지동	일반	1**	짐대배기1길	제2종일반주거	제2종근린생활	12m미만	32.94	78.00	6000	null	201807	20		1984
4276038026	강원도 평창군 대관령면 용산리	집합	9*	-	계획관리	숙박	12m미만	8.46		1600	3	201807	2		2006
4276038026	강원도 평창군 대관령면 용산리	집합	1*	올림픽로	계획관리	숙박	12m미만	19.3		9111	65	201807	2		2002
4276038026	강원도 평창군 대관령면 용산리	집합	1*	올림픽로	계획관리	숙박	12m미만	19.3		9111	66	201807	2		2002
4276038026	강원도 평창군 대관령면 용산리	집합	1*	올림픽로	계획관리	숙박	12m미만	19.3		9111	65	201807	2		2002
4276038026	강원도 평창군 대관령면 용산리	집합	1*	올림픽로	계획관리	숙박	12m미만	19.3		9111	66	201807	2		2002
4276038026	강원도 평창군 대관령면 용산리	집합	2**	-	계획관리	숙박	12m미만	38.77		23603	null	201807	3		2009
4276038026	강원도 평창군 대관령면 용산리	집합	2**	-	계획관리	숙박	12m미만	348.89		212429	null	201807	3		2009
4276038026	강원도 평창군 대관령면 용산리	집합	9*	-	계획관리	숙박	12m미만	5.55		800	3	201807	4		2006
4276038026	강원도 평창군 대관령면 용산리	집합	1*	올림픽로	계획관리	숙박	12m미만	15.75		8150	35	201807	5		2002
4276038026	강원도 평창군 대관령면 용산리	집합	2**	솔봉로	계획관리	숙박	12m미만	348.89		212429	null	201807	5		2009
4276038026	강원도 평창군 대관령면 용산리	집합	1*	올림픽로	계획관리	숙박	12m미만	15.75		8150	35	201807	5		2002
4276038026	강원도 평창군 대관령면 용산리	집합	2*	-	계획관리	숙박	12m미만	22.41		2150	null	201807	5		1990
4276038026	강원도 평창군 대관령면 용산리	집합	9*	-	계획관리	숙박	12m미만	8.46		2000	9	201807	5		2006
4276038026	강원도 평창군 대관령면 용산리	집합	2**	-	계획관리	숙박	12m미만	38.77		23603	null	201807	5		2009
4276038026	강원도 평창군 대관령면 용산리	집합	2**	솔봉로	계획관리	숙박	12m미만	38.77		23603	null	201807	9		2009
4276038026	강원도 평창군 대관령면 용산리	집합	2**	솔봉로	계획관리	숙박	12m미만	348.89		212429	null	201807	9		2009
4276038026	강원도 평창군 대관령면 용산리	집합	1*	-	계획관리	숙박	12m미만	15.75		7800	61	201807	10		2002
4276038026	강원도 평창군 대관령면 용산리	집합	1*	-	계획관리	숙박	12m미만	15.75		7800	62	201807	10		2002
4276038026	강원도 평창군 대관령면 용산리	집합	9*	-	계획관리	숙박	12m미만	5.55		900	4	201807	11		2006
4276038026	강원도 평창군 대관령면 용산리	집합	9*	-	계획관리	숙박	12m미만	8.46		1600	11	201807	17		2006
4276038026	강원도 평창군 대관령면 용산리	집합	2**	솔봉로	계획관리	숙박	12m미만	387.65		236033	null	201807	17		2009
4276038026	강원도 평창군 대관령면 용산리	집합	2*	-	계획관리	숙박	12m미만	12.96		900	null	201807	18		1990
4276038026	강원도 평창군 대관령면 용산리	집합	1*	올림픽로	계획관리	숙박	12m미만	15.75		7600	62	201807	19		2002
